	Contents	Links
0	"MLOps platform @ Coupang
Trong năm vừa rồi, MLOps platform ở Coupang (một công ty thương mại điện tử của Hàn Quốc) vận hành tới 100k+ workflow runs trên tổng số 600+ ML projects, đồng thời giúp giảm thiểu thời gian deploy models từ nhiều tuần xuống vài ngày.
Coupang cũng sử dụng Seldon Core để serving model trên k8s kết hợp với các pre-packaged servers như TFServing, Triton và custom servers cho các models như sklearn và XGBoost. Điều lạ là mấy sếp này lại không thấy dùng mlserver của Seldon Core 🤣.
Ở phần data preparation, Coupang có sử dụng một format khá lạ (với em) là feather, đầu tiên cứ tưởng ý họ là feathr (một feature store framework) nhưng hoá ra không phải. Format này có thể giúp export nhanh gấp 20 lần, và import nhanh gấp 6 lần so với csv, thường để lưu trữ dữ liệu short term cho các experiments (khác với parquet format export và import chậm hơn, nhưng khả năng nén tốt hơn nên hay dùng để lưu trữ long-term). Ae có thể đọc thêm một số benchmark so với parquet và csv ở đây: https://stackoverflow.com/a/72406099

Link: https://medium.com/coupang-engineering/meet-coupangs-machine-learning-platform-cd00e9ccc172

#platform #k8s"	https://mbasic.facebook.com/groups/mlopsvn/permalink/812107243976816/?refid=18&_ft_=encrypted_tracking_data.0AY8X-dZ_2CYArHf55Bzxq2FJIhJ91EOZRWwg_Cp1gUFUTOyY67BnAG1eutRS1SkPhiPwrOdCRUogHhIqGiLaozJKvWuZWwvpO3uezBLNW3fvdQQbQ3XVOWZ5G_lXuaMIUudXGn42hRLCr42VBSLwfLr7Yfyn0IX1My-iUfgrNc_G5c011zgz84o8cII25iDnPAMeEbHsxIQBWusuzQUKqGA2Gt6UAXt1LgdRuxegbeZYohwbwter0gQspnXxS9l4hPXfpz2iPiPE4Efmp8kLml6ysqOC0KNpemwbL4Uz-DTLDxvwRTGP4aDbYlYxUxfz1ElYoXDNzMpZyiZXxqSqTQnEWzEfmSoXmsBnmE8-TjjHP4VtzI03F6LoqRcSke8FZ2Uimi1ujzayZikIBNHb2UXRJpCwaWcPlEjOXBeZramK11ftFL5lEFQydVOIEwM-f6LTplFXxeP0uxFmttnK1TBhcls9h6v1kFDUlW6UAMZDScO7nPR4UiHpOgl5jCA8Q44NymJ7sV6P-ywrvj1I842tL-QGBbmAVnqLQtYu_5T_ue7LbpJOnu8JphlVxFPspFR7_eQhqVebE6rs0UeP-5mhpAltLp7Wl-dpj5ZMowIPpBp418xqnsnmgkMOhhHyvhLBul62nju-wo97pKF3tYS8_4k8ze6NBjWpDyGd2kIwlFfH8xIFCJtCQCYKa1udywE4vXBftSNaOp5mtB2mX5Lk6U6cGYrX_DJ2iK_H5IR5NuEXOUG9FAocMCTAVuoYQwKM-4On2IOC_-2sTFft3KmLTAjK-r28gm2KnbsekbrnQSoyrCNZ3y0cUgO6WWHGA9HFlC3OU5oMd-GK2bx0225Y1aMPJIuHSVSuKRoJlE2Bt5iii9GqXnHHNYmyZ-HAGpcd4w0lwP3gIgMW6pK21aH6NR_OKa6Y81s7vKrMzkMOXRxGjENFSSWeP3A_wc14T9m-lRH1O36ngcUi15OIW53EUcPeHb6WtVdv5IV8jEvILZlV0HvTrCMQmuFw_kgMzUz7APcSjqUdN8b5snMdj_zhebKj62MCzZgGI0WCbGOsZ36e3w0oQrNP9r2Zdg&__tn__=%2AW-R&paipv=0&eav=AfbSAJ0zzV-1VFCuLK1iFvJhTNLqpbGQx7LIDtxSyoVwZllH7KNzDXHKtvw4EgNYymk
1	"🎉🎉🎉SEMINAR #13: GPT Prompt Engineering 🎉🎉🎉
Chào mừng các bạn đến với sự kiện seminar về ""GPT Prompt Engineering: Designing Communication with LLM"". Đây là cơ hội tuyệt vời để tìm hiểu sâu hơn về cách Prompt Engineering với chat GPT và các LLM khác.
Thông tin của seminar các bạn xem ở Fanpage MLOpsVn nhé :)"	https://mbasic.facebook.com/groups/mlopsvn/permalink/858664929321047/?refid=18&_ft_=encrypted_tracking_data.0AY9Jg6cGmy7ATyVnh3OG6mbE4ykcLIHt6-dZY9vKMYDOyOpqfCVTHs35QJMYqUUxo5VRvLvp2SPytrG6QDJDAMrbUsI5CIsNmYfVi36rLw5JMtR3zOqBtsxlxYxrIcASBTwXxaR3yNsOq06R6QjtU5W-Sdfr_mE9q1EYtdzrfsp19RciBBZcB5JI9ZFUdJ3xb1B0YhcdtuLW8szU18IyjjzBk4JaaxhFrgPuk_7C7vF20tjEojo83TyFjoKa_SznHiIsP578hlyBTgxnq8rTUK7lsiMXASyGS2hGZ6oI0eosm62aSkX0dpTny8R_gyRy1HQ1RYqwlIEhfV2i24DeTBaTcdln7v5aY5XWMxbePj0-7wQZ9G6qcsaLpzzmRU0xP_1Zl_NeAJjZxZoLbNwswBpbrslGqKqLqYnpiNZtK-xHCL6_vdWF16tkSaTVT8eVHFbaE9X9GCVePcJi7W3Mv2om1Y0UUfXpez7v9dTSftN00nujPJTur0H_4SxTKFz5sTFseHGkJ0U0QMPs1Z7_rysZDaOjJGB5nfmY2kjuBcpB0FMgsRaBGRL72jf9P8c7cfMYj3VLIY15cn3HCEBsJe2XKVo_t_yWInAvOE5fS2EVqexfNMgRy8t9whldH90VXbCyXLylFKwrcsToU7KmruraCuueQz6c19WPg0Aw1PUbednNzmIoNYWI3Rv5MmBOLLmCmYNC4hS2J9UHMdlIfEn1cswOtyrqpTsF_ntZYDCScIEXEsO7dNkroPKIQHLqwUi5y9yC0iRnqcxu-ohLsHxDco27VZjJ7U-zA-RKUcmJGR1fEuIhrS_4ZdDGUv77UMOkzD73HfsSYiZJiGpgbGY3n5xfbEggzkg2PF_Mg4aUoIaIn2DFL6pfhgGl5gPuPbPkXWHEYX0Xuz5ayHrdC5Rtf9g3NMMc8zJ-yXKsdrtYGS4iiDVHEg-4Qr8PxsvGEVfojd3VL-doLrttz2mf54Jb6e5M2eGv-2EQ9MyEx3RyemzdAniTPpB0ZPqnNksma6DBzV51JYycW2nns7qYHKlPM72QCpGSDsZ3PYdDEP6NGbuoROwKI3GvFce0LcL0Vw1Dp6Wvif0BGcj-J4ABFf5wg_yyBnTH9ZJjFbaZ08ggz-XRA5uL1njwSwEtMkHhWNRNdZfaE1o2IzSd8npuiHHXaSwgiLMDF7bbdgJMGl-60ksgxpBkYZRjfZeWIV3sG_BlgQkjniEPTFOKg4rt37qxcVMQKIuIZ4tjqbhPvC8SzNEAOZhCrYEzkR5juSsCN_DtrzioqsbRwaio1GWZ3rafy1V5CF9TYIzqgWSJZ8xgiGn9cLBMhQWcaVMU65lfVgDDrRIR6gjXQs7FgdOBYpA3_n79mgCKqo1Z3tJvEzKr6Ev2qbdqBRKWXZEO8MGTuE6X33lCAZIS_7Fs5QW8VnSbwH4KynCRcQjMUbYrIknLCO1vEvWgPxCEot_5l3XvE-HX0qi0V4Wk7pESvCGUIu0xre7B8MKeADDh1aOcFLS2Ojln9sD1I2vGdCZXtl19GvdZ73Yu_D7-FojApWe5p71xN_nblYJfrpqjkCGDYplA5X3La29pGDJ52XASY2pVPCyfrUN3m_tqKHel0Oj3YFqZWXxDLGPBGEzNmI4A40RGRNkMs5NoVrAzA57Cd0aXuoqh9BzHJdlx36i1ynREpROYIdflQ_C0s84yL5iF0Jd9-Hq5gNoC1SepnfTEtrX_KJMw1FSTA2CdgDrvrtblPe5wlrZMc_QpqTZkmWTddG6-Rcl0nX9VybDpMjRCplkbt_zFmUxvDnScPKVFYSCDZTHupFW5VignM8-BWdTRWiJb1cVtxxJwWOtsLH0qmB_mHtI0mlnaR9wNJjZZ3yFMlWtzO3IcTR7rQti-ion38Z4aqberyGq4zCV8ikOCqr0eaS0dmTQr0TX4czfeQXaMKhX6HIthl-dp4i2bwSGPC2sChymE4LRpH7gdXG3fyVKhXSqAVV0-82b_GPJzscij0Nl1kC7sL6YAKmVH6URFAfNjnvdBOHccTZmqxVOtl3INaFE_2lJUKP1kGkSkrBRZk7XCohoeW9Ij8wqkEA5JGNoVezgcSL2Fn6Ij1LPzvBFJAeLojydipjOB7V7TCMbmx6YFO6-WY9p4efP5MTprbhW8ogpIxJc1_w&__tn__=%2AW-R&paipv=0&eav=AfYgpR7KDBrNBq7xZuOg7a5XpnlgxKp6s1MMsps_pRVQr3lhk0hBkqiVz8evd3HPlHU
2	"SEMINAR #13: GPT PROMPT ENGINEERING 

Chủ đề rất hot về ứng dụng LLM, cách để giảm hallucination và tối ưu các LLM, nhanh tay đăng ký để giao lưu cùng diễn giả MoMo vào 8h tối mai nào ae ⏰.

#momo #llm #hieungo #optimization"	https://mbasic.facebook.com/groups/mlopsvn/permalink/862417105612496/?refid=18&_ft_=encrypted_tracking_data.0AY97XpWLRDg4TibfXhqV-SPE7JFAvTbgslApGS-blbFKDOrTgCqZCeXuIoCAKi_x2MrzKwDHLDeyccYnYqPWhRXnEZ__DsTmIGlerQ4qsHSso67DqRSMls92QWpOUIuB4DqUFeO2cErsrXyRVqT4bH1k_qqxcDBo3YmbzHFsWdiGtOvsWvT77kaHv4E2ijcJKj5wsK8WmTat3FsCZo7TMdSFVUkQEvSFdePrLTDC9FggGvUjvUWzR1AvVjJJLMW1ENKVYXmInzcqOKUqVbHqS7J4h42a2lrUKwTUa4E_GlcqRupvkZey3Kcc5_rCLRRmZtctKDUYVQLFSGzUKk9H52C1LjcvBxcf00iOdmogzvUDH24tkVwaS29PMztiyceMM93xfY0-RNJzColO-uBL6w2_139DK50a7rHMMDJGNg4KjMlxLWtG6gyLYiQrDOa9tcy95X6kjf7WIudgp98gs2VPSnn9jx6QKW_Y-vhjBKVEii40qDpHpWUNAoDzg8_vu-br_jVplrO8G6n52j345Fcd6-hASsNoKjzyTlU1tpd6ETXJ1vs917A4cHIPD7gjNFj7bmVbUdEn6Imkuit8EEhDHT9F6jULyPhx7XLrl-bWLxpI2Nmn__8dBH37fR99CcP8a1KgxbIRY0gGSrRQrcrCHsW-70G0XD5ITNUNOJosAO_PRS5i5ozM-ublbusG-u60mOEeZempIRxJclFAzzKac3fulhzYUjcjKIX8eDgUVdeyOl6MvsXqT-VLLLy9-yoDZA0tqpxCOU-EjDAysAlWJmJsvks_iMtJc55KfO44LE_H6dslZkVTAtIX3hPy1jx_pzsjRBJaZOmb_iPxMkgbFH2QesZmmkBZr4o0U9iIOLTZlGgeEN1pz4LdnlsgDpm1WL-ub60XADhhplxhA84E7-xtYqLhydIIl1xh-J_B8e1s_YVZIIkREeGEcFGHPghxzj-erTiSax3j81V_Y-u_Ateto--0G4eJSlKZu0q674cRISGbrIjED6T2Ehed2BdoQwHTRNi4Z0c9ZFNNnfIxpdZish1y3CGJ88wlStwd24dgaccdjwpDpY5MIrg6kIolD_GOl9b8x2Zc3kMmKCtOhb-OoBaNraFc8QekzYMtH8eljeNP6W4hbGylGRunk52SemO889nE8whc1MdTHDVqCCLj46ZE3Grb-RDyDsLKQU4PIADhTjFvH68bWcoloQibb5uECRHKpPl1urwbIpPkfhzWZot6OqMOlAhOKLFqipQtryO_WfhyRyeDibre6wVzEqhaKs8FdJ6bPZx5Z7MllYfDCXxqJfuEYMcFLL5uZmS77wFCYnvRt0w7fuNB3UDdtzTevz-yP7j_j0sILNCUPZR9KqVUbmW2W_Tx0vH5rK93jgW54VSVlep_uchommfL248990e5BzZ5xkbQjwPBjArjn0mDiZwMQPexka_EjDzFL2Q8nR0TFmPKXF-hlMNNSL9wZQmhpjVObc4j1ZUQpCEvERaJ5tyTNOnBYBFX5iSmHZRwQkGUUReOHssu5jEpO3cdpqNCj9bWY3kPQW3zRqoIflyTTGBdfxCb3GqNWapOp69YdfjtRr3-kt8pgh77NfwW82Cmy04_0nFN7Cvrl1h5nZOwcmAvnq3eFydOzWPPDKWS6cBY4WrUDST9KzzpKGPL3UzSE93lViEpubWEelha-PEzvVmHfN3xohN_2O3hUPkCyEJMfYXhweDNsOOHCDuGVMoXTaaM3jT8q5svLfPkUlV-Vb13TNtqu8or5vtj_V_5cyJYCFbJUuGuu2WAvJuls9deVKYpjMH1sDTi7O0IjFUOReqjQ498jOQXJG0HIvhiAtWwcBeUyenjZLnaLLtwzh_fLGEQW-i7msAJ0kM-vV8vDCD7y_pUJYIFlYGow42KanPNIvkrLnf1vu9zHpYagv6-nGVq_gdvyw_qYyV31aattP3UTpoVfFqSVkvMmMEafHJEveerOP_3KupijJ8UWf5BZ46O61JGjKc3tsvKtE54HE61OSezZ5__dCKcAc4V_ZPTCpfCrDk6QAbwSdqLkHlyO0P-MpaimUF3DTKzNFP__uG2TEOteeTYt0xaqMPmszAjDrhXhmhTeKSWhhZ7tU_DIW0Dos9bv1JnvbjbE-EqvoJNTkXdeFtvfXR9nbJ5sg&__tn__=%2AW-R&paipv=0&eav=AfYNIuzUp8ZpC1RrLMmstunlZ2aiB5UM_xIOwC4vLYx5tGAAdMI5R78-h3PT5R2kuWg
3	"The architecture of an ML Platform with Resource Sharing on Kubernetes
Một video khá hay để cả nhà đọc chơi mùa giáng sinh. 

Tóm tắt là mấy ông trong video sử dụng 1 tool tên là Kueue (https://kueue.sigs.k8s.io/docs/overview/) để các team trong công ty có thể chia nhau dùng chung các node pool trong cluster (được định nghĩa bởi ResourceFlavor object, có thể là cụm node pool NVIDIA L4 hoặc A100, reserved, on-demand hoặc spot). Hai (hoặc nhiều) team muốn chia sẻ node pool được gọi là thuộc cùng 1 cohort (kiểu như 2 team chơi thân với nhau thì mới đồng ý chia sẻ tài nguyên). Mỗi team trong cohort này có thể định nghĩa muốn dùng những node pool nào, cụ thể bao nhiêu CPU và RAM, thứ tự ưu tiên các node pool (ví dụ reserved trước xong tới spot), mượn tối đa bao nhiêu CPU và RAM từ team chung cohort, thì sẽ định nghĩa thông qua ClusterQueue object. 

Kueue cũng cho phép định nghĩa Job nào sẽ được ưu tiên hơn trong cluster có tài nguyên hữu hạn giúp cho việc Job Management dễ dàng hơn rất nhiều.

Còn rất nhiều thứ hay ho khác, mọi người có thể xem ở video dưới đây hoặc ở trang Documentation của Kueue 👀. À mà Kueue có thể tích hợp với Kubeflow Training Job (ví dụ TFJob), và RayJob nhé ae.

https://www.youtube.com/watch?v=HA9yt_-RQe8

#kueue #optimization #kubeflow #ray"	https://mbasic.facebook.com/groups/mlopsvn/permalink/864744908713049/?refid=18&_ft_=encrypted_tracking_data.0AY8tpWeI1Xu1fdOGU0j6FIHMIBTpf9PcfvVceZe1l4lbpL0OIbAVYqaM8qKK7QYy_y9oM4c3DpWyLMncxzffQGM6ckGdILUPz-W4IS36fdyKMr3_1d-yLzazErmM_Az0BzxCewIdLzn96vQkZBCje3JcY6UziSQ76KgPmrUiJadnHmA10-kXRKDH0UoLoBodtIPNU2qoEFat25leyfHBnVgriXwQ2VAQK5jA90pft7umaYJdxtSEavAo4lDdPxt_fX8uT17kMU7JRe3k8yX5tJFpYJSbyEzTeQ16Or2bvdOsp7tO4akLBvovZHP3kVAcuVooGvMxpvGixkVx5Lr2jIZOCRqqp85AppWEkBPEP7tWqzm74yKqx_5tGYukSitL_jhn7Vz8985rePOPJ2Rp4MEGxc2tbcp1N5BqGLdiFJQCPyUxzx9So_ITCetlynEeYKzcZy3zWLK9R01FexHaR0kCU2a2Txixsz_aejVFenwWfFB2NJ2pEJJ2VI-h74gT1Yjn3WChQwtugJ5CyC1QZX0cqh8YhSmjiXXU6Bb2dLgonhk0Zlv5xgql3mX43_uJwVrGoSNFUI7sGk6JLEVml8_eC1GO4fI4A8FwTe0_WqxgilY7AdpxzCEQLRJZZsCRtbrFVAFlnmIIeZgzXlu1wdxYZjOtSO6noR_1CHPVrgArwAr52DhdRMSpQtboWQALOtxD4ZHghom7y4x4dtif2ZAo06WdXLUG7r6-b4SjubVIVWknR7sZPcSeEldWsyMyIqLGeTybQzP80ZWZ4XkC02XngkGAeWS7OHmy4AwPMJcP8X_iZgxOh-AVJojjt-gtZE7iQBjDsIcSSCHhNF3U9N2-JMQ2isW9Stgt6Dd_ctucIcn-UaqUDOIzO10CL2PgaYEfs2r469ZYGEvMie7NaEnxlVAyzV8ILbqBopiCayFQ3iUnUlb1p7k_emDnwsrRFmKBc1lBAruMyavdoGpd7mYiIadryupM8CV_fJ7KZqpe0AQfO8aurskrVXhdrZrFwA1H5oUnUZf2Hvlw4GeoMd1eS149ciRCDQaMBsBKwESaUqBjCe45-5gdi12Vrs9uOPP3SA&__tn__=%2AW-R&paipv=0&eav=AfZqqiaPVSNuRsSjJPksPYeMDaBzDeWc_03P0D3AVDBZJHkL14dDZZIwbaA84t6w16E
4	Em có ý định tham gia khoá học này. Mng cho em hỏi có ai cũng có nhu cầu đăng kí học và ghép nhóm với em để dc discount ko ạ 🥹	https://mbasic.facebook.com/groups/mlopsvn/permalink/859095792611294/?refid=18&_ft_=encrypted_tracking_data.0AY_cG0IEsSf2Ii5JOFW9CevX8Ss576XDQQsSZ6ZGvSN8FsbarimfpFgB3dM6x3ActGoQyvtYU12wAt9KvRGhEa1S-yDW_25cMTCdqlqVDCoaaBHHwYNO5rCug3ttOqUWUGR5CZWjj51T5l6wUtJNxIXNafjFf5wqZQ2W2Icatokkl4cdzvgHO__gQ_War453OM1NFmY0hID57G6H2O_gXRptdJ0k7l-Mo0oyHmpV1v3xfykLw_CKCFs-LdOvtw9ar-w2Gf5W-mUZOeMwaWXEotMWG5wO9DjcjmJp2pQYPflWF1GQYmp7awc5CQrOuvVMOIfaJXc0_tjvjtLikaAAbYsxOIPs3ut5qcc2_OScU-e01b5nILtX1P65pY85qCkUa1Ghl9lo1tFamHmMpLKCtKNav9WtduDmO3L9964Pav6_fVOQtaLfoB6O4nWnX_wLM7kqsxKXfEZFIuqGb7gRLG5TVtbdJ_Gl02X_KUxpMP3MN7mwpZo-pXbhX-w9_rH66oS5GkI_5iYDXOnc96UxQ8gmKPsy1o1HRDCWgVCElL-7Iqv9eeWB2zKoWO_lm5gkhb05T-9hpmgnOr2cBcIba5Q2hkf1jrATFeFiKyXlVN-zzd6yqjMOX2HuWdT4jvulYJ_ERM67RwKJjZs_td7qByC6N_iaEpGiSshh_PzcVRbg91QA8Fppg-BtDzf-wz76PiAJxsqFwyuj7vV-U4zPEpZC1Kn94ZcHmJ02X9FL8cQ4s2V4FNYOm-E0X48ecs1PomAeSKxzfbsoZnUUgV6nFM4qgTtcOrZrsUcGbZsOD6k-9D__GxTbkPPqYWV4CujtBiQLyUZzyQVahkZBGgtmQTHNlXKHWAqRY6cDMVrsByp9katIsJ3lJqTRyunhEgxlu3PLTRBEVoOglJGj38-4WqH6o4K9wiCrhKlEgqw2uk3L_4REwn4okvl2C0hAEoheCCJCLOZTWdb-bIVA2BSydsCs8c65ximhLH0QqEuATv0IFUPUNoygGQ-35P-d8dRm3eKJTReqpqPdckfayNaOvj6uJLzmqRKg4Kyy7GsfRcKoidARvo2xscTyLXoZS2MUBqk6O5dnIDj1uHdxuugeYoCCxY3E_7HNwu6LXV_W6ZDUwzW_o3iArcZrqZnVzeiWfGsIUesvQf6ZnJUWRhZaJvZszMBcujMgXFcZiAoITonLTOr1a-UUjAMWzyeP9b4Okvn5UQ1HuxYzo1mNAepDYvmxcV-0cFSEd_Y9syTIc0XbbdHsXK-Ayxkg-ZZzDBpUu5YbJmzSI2FNgap7U-8anOsIxla3yCiaYF2e-vbVcjcVZhwoTuW2_qVqxnDOc71oAHPv73goX789o1jVHX0GbHu95PsuldQlrmEj6zCa2MFWEMflV4VrjDO30GAYusp2ANlPtCfSLu27_mWd2cY_Knm7cyAs56vMkGAgXN_01i8hlpCI5Ee74nc-tJXRva8E5tAWa8NhIncs0GZsPolaOtPY4VwODYic0G6qqdFu5EWcz2iFkYd56IdcRrpq8fd9JnP8ZgjRLuFfgYw35oYcy_rF0GPYQQeY8QQACC1Q1bgLuUDQz3ceqj9rbSt1cuViKK0SZGINgI75uf4bPI6MR-HTNsW-WQlq4pJlln0auHaUlhEfxIslmLDrFOTEZ_FCBakbGNvtTtiMMGRpokVad65M5L1wIRgTjw6eZebN2KwSrYQHO2cTwbzf-C-LCtNircAIQ_Uu9jbotoGUXhYhIIei8IybS7xr3khJhvArBfiBmAMd4VHfQDUq0saF0WiOLl4EWQDvnlPMt4KN_TyXWOe2oB5xafdvmoeiREXgR5Ta_EJM4HGxRhgGqMBfD07dbrfzPdq6LXrmDBPapGz64nOWcpkkgbekMN7JNyKL38-_Vsm8PhGUTIBb00bpl4tVWrve-QkJLLj5knRqps6IkqFLuc26RphKw8-EO5co2tph1Q9ZhUf-hZaACsGhMvA3Edt_0oZsQ2wURIkTmfcJM1ivid16BGBRUrcsDbb_AfDk21x6V9nPijyDzO95pXF9ghbBuFJjWK3Mp_5tKAr2saYNItFGQAQ46vFpHFS-f93SbqbihNGqg-zhLM5vggmiFS-Yg5X0RuOKgcOlPJSrn3VIVidNBUbsynpKrXDXrJqC8RR-gZefXF4h0g&__tn__=%2AW-R&paipv=0&eav=AfZPW1u0yL5T3u2SwwBLBuIb6ecmg7srv7p2z6msd4p3qZD-mmIS0LHSJtRIwtC7Jz8
5	Xin chào mọi người. Em đang thấy có khoá mlops free vừa mới ra lại nên đang cần tìm người học cùng, trao đổi cho đỡ bỡ ngỡ ạ. Có ai đang có ý định học cùng thì chấm xuống dưới để em lập nhóm nha. Cảm ơn mọi người.	https://mbasic.facebook.com/groups/mlopsvn/permalink/858539696000237/?refid=18&_ft_=encrypted_tracking_data.0AY8c3eWqDzpNXG0GIAhVy9QeLO1gGMje--wNlOLKqGa0UBX54y4K2pK97E-LIEiX18vyNJThxOTFQPAlgq3NuehKqCqUvBFAcjedDDMGLbPCMiM4Ab1nTS8bOHF7FMwKZg9RKt2jADYuIX0DbJFEw3lxRsSMO-e38ZYY483CSk9nW0W1IqQbAS91rf7rwy_g1k0gF9PuuT74euCjnScFm8eRKzIeuUwb0MX0eVpUlWuhoLRuZqSPgTha_0Zg4N_VVzaRXwKzBCl6KA5IqDWp77mZEFB76T8xXlh1SD_bUTwxBvWtFCf8_DH4MvzahWw0FiV-JOuB3g9FxklacKeb2ukh5yFl6sbvjFv5OFJjKGotE6n_CeWMyAqI7eo_mGy_g9DMi2FccpIZGYkxxeOlnJARMr8zPLAEqIzrt5V2iK7wB3VL4N1ASBDdnh281FbMwvMJ2Wl4d-ATjeVxpGMuryHVqH3f22jOM1n58csmsFgwHMLRxpwYij6BKqT5GStPPgOID1G4jDZLmAKM9-a6tGeqrPrXwc7HxYKbs5mmMrrHIyVAmnmslrrxC5r_xtnWWgCmpR9JgvM98MXpw4VyD4m-g0XtTYJhMiBzPDQBS1bQlu6NkPb3KMjvqIauwKpegozuH2JL3_3S2ZNHYYZPWr6lFYBqDSR70RJxriBtjA-4_rzxb_ExARKLRAhbgf1K840Ng96LMUvfqWPvXXLkqbLQkUs7kn4py5qcaaRtWHVePcV-HYR1-JJivwxYZHXoqVY4qATxpSeylcGAWlJz6Gxlc2cIyjs1c5xaP9O0zVoh4iADFqcqbMvTZZdvICcNIqLJ4RGW-OiWR1IPEH50MIaz8LHZLUmjGvbYjAe3V_10Msf6O6HyQ-TICaA8FTsUWG2_1YSYTPAblPppOkZQ1tlfXuDuePL6nEXBpsZz_I1UcOps2sn_Jg&__tn__=%2AW-R&paipv=0&eav=AfbUeBUo0UDEQH98sCqKG4VikZY123pHx9UD86tq_rL2d3Ob_C3amGaxcZP5M716BcY
6	"Hi cả nhà mình!
Vậy là đã tròn 1 năm trôi qua kể từ khi khóa học MLOps Crash Course ra mắt cộng đồng từ 12/12/2022, với gần 2000 bạn đăng ký, team MLOpsVN cảm thấy thực sự tự hào vì đã giúp đỡ ít nhiều được các bạn và đóng góp vào sự phát triển chung của AI/ML tại Việt Nam, đặc biệt là khi chứng kiến các đội áp dụng MLOps vào cuộc thi MLOps Marathon 2023 diễn ra từ tháng 4 tới tháng 9 vừa qua.
Để tiếp tục thúc đẩy sự học trong lĩnh vực này, ngoài các hoạt động seminars tới từ các diễn giả khách mời vippro, team MLOpsVN quyết định host khóa học MLOps Crash Course online tại https://courses.mlops.vn/mlops-crash-course/index.html. Các bạn từ giờ có thể đọc online mọi lúc mọi nơi và gửi link cho các vippro khác trong ngành.
Như đã biết, trong quá trình học MLOps Crash Course, các bạn sẽ được thực hành để xây dựng 1 on-premise MLOps Platform trên máy của các bạn. Thêm nữa, với Github Repo MLOps Infrastructure được cấu trúc gọn gàng và hoàn chỉnh để triển khai MLOps platform, các bạn có thể tham khảo để sử dụng trong việc triển khai MLOps platform tại tổ chức nơi các bạn làm việc, ví dụ trên Kubernetes.
Links:
MLOps Crash Course: https://courses.mlops.vn/mlops-crash-course/index.html
Application repo: https://github.com/MLOpsVN/mlops-crash-course-code
Infrastructure repo: https://github.com/MLOpsVN/mlops-crash-course-platform
Cảm ơn cả nhà và chúc mọi người may mắn 🍀 "	https://mbasic.facebook.com/groups/mlopsvn/permalink/856396782881195/?refid=18&_ft_=encrypted_tracking_data.0AY8hL70jveRh7GMPi_y1je0BT0s-8lnMo81Nlie5l0HfQ627ajD_5zYxXKbMxHCO2ZH-_TKyzSxbzc8LHdHib1taCFMvCzpp67-ReVx4mJjpdHMNjhLne-J5fB3Oyl_duFY_i5_B-9OUnMq5uqRHOA8HmCPZ-91KT5WO-MsYqZ3_m4_308aS7EOGlY0laXyFUEgV0z8XSY5U3A0zguEr_PNO5MwRl0X4gShHy0t5TbfkIr8Q_frZB9hvXKpdDyU2e9fib0j5YLsvm0FtootLjjEIyrpTGMIlD-IKw5OrGHvLo-WIHWJB1WbUVmPUBt7zK0Vs-Wu7m1mDSmnjs85daII3WiJQkhnkn1FZlNs3ZI9qmaT77tkzlLsjUW7RA_XlwtDFmbBF_5o8qPz7wqXhXX69C7AUKdMyI79bV2RFPfa_QeWJh-m-L5LojcdQDwNb4XbO5uEIjIOTKTCtds1fS50TUZ9uwMDWSueBoo5eEvAMiT9qmznFeiRWah6BNXANan_c7esKVpMrlvdxMTUkxWsv3FtIwUJOA8aYclpqWM97MlCl7YL-2awVwOE0J7ryeIyl9e3DYY3luFWLpew0u7v0_0YaW5YjRf6gVPcKzI-FnNqCXAT3U43ISYgzmE6gRp2r3VrXXKcDba7G_g8gv3bcpvFFhGsR3wg7GlPK7ALp1haGzU6d0Kld-bFziBxVKtcFVY_c1LhYqJ9S5XfH8P5m_HBP1-BIN1R59CclCqg8c6NoJr30Xp8PpSm9VIlvaGgL86r_HjYEffMrtQEUmKaMvJuNL2_OuZ5ccZjMJcwMjH8UVw9D3ulay-pxap20iQLIEICQTmzqdWLpBMJbLciiGPxOc--uiLNL0Bh-M7TI1vK_fGQ6J28_Sk9cw1jaRfdj36czHxGv_HMqLBlGgFEa9zAzn14PYh5n71seCRddLFzm_NcWzhtJA4LyW6I1A-iWQFJJ4P5GNNXOX9DxPEHKWvG8v_b_q_jYeWz6BEt0GVFWzTx6SunHDXRBrd9wnum7iwGPbJhWU0kc5GWBSdUYbOHurtZCKIfKf-r6wopDOZle79ivMlf-ie9dmA&__tn__=%2AW-R&paipv=0&eav=AfbfxYWgHV7BlvntPQ1FCv-WhhRsxEkF0Q-jP8bPpLr3ckBsUK3AkFFGGjmC4RoQPy4
